second;engine speed (rpm);vehicle speed (km/h);engine temperature (C);Fuel Amount (L);CO2 Emission;CoolantTemp;Torque;KmPerLiter
1026;837,5;67;125,625;42,826653;56;116;151;6.41
1027;837,5;67;125,625;42,80977019;68;136;193;12.27
1028;1087,5;87;163,125;42,78784774;66;131;155;7.11
1029;1087,5;87;163,125;42,76592528;80;121;192;8.31
1030;1087,5;87;163,125;42,74400282;50;135;104;8.43
1031;1087,5;87;163,125;42,72208037;88;124;188;7.28
1032;1087,5;87;163,125;42,70015791;95;109;141;7.88
1033;537,5;43;80,625;42,68932267;70;118;120;8.48
1034;287,5;23;43,125;42,68352708;67;91;143;8.42
1035;700;56;105;42,66941607;54;147;140;9.35
1036;975;78;146,25;42,64976146;88;139;122;12.84
1037;975;78;146,25;42,63010684;57;104;141;8.25
1038;975;78;146,25;42,61045222;67;116;168;12.43
1039;975;78;146,25;42,59079761;86;93;162;10.69
1040;975;78;146,25;42,57114299;94;100;129;9.33
1041;1225;98;183,75;42,54644873;95;109;107;11.7
1042;1225;98;183,75;42,52175447;93;113;187;8.16
1043;1225;98;183,75;42,49706021;73;97;150;12.46
1044;1225;98;183,75;42,47236595;50;108;121;9.52
1045;950;76;142,5;42,45321529;94;90;161;9.03
1046;950;76;142,5;42,43406464;88;144;121;9.14
1047;950;76;142,5;42,41491399;85;104;152;6.49
1048;700;56;105;42,40080298;67;141;171;12.05
1049;700;56;105;42,38669198;95;136;182;9.17
1050;700;56;105;42,37258097;55;105;198;6.21
1051;562,5;45;84,375;42,36124177;61;125;137;11.8
1052;562,5;45;84,375;42,34990257;58;135;147;8.83
1053;150;12;22,5;42,34687878;58;116;130;10.48
1054;287,5;23;43,125;42,34108319;78;107;130;6.85
1055;425;34;63,75;42,33251579;68;117;138;7.03
1056;562,5;45;84,375;42,32117659;61;127;118;9.98
1057;812,5;65;121,875;42,30479774;54;106;109;6.19
1058;1000;80;150;42,28463916;76;110;125;11.78
1059;1000;80;150;42,26448058;57;95;180;12.61
1060;1000;80;150;42,244322;69;97;158;11.19
1061;1000;80;150;42,22416342;79;92;149;9.72
1062;1000;80;150;42,20400484;92;124;109;6.37
1063;1087,5;87;163,125;42,18208238;61;140;180;12.18
1064;1087,5;87;163,125;42,16015992;79;109;113;8.26
1065;1087,5;87;163,125;42,13823747;62;97;129;10.53
1066;1087,5;87;163,125;42,11631501;99;108;101;11.03
1067;1150;92;172,5;42,09313264;64;100;173;10.39
1068;1150;92;172,5;42,06995028;98;101;112;6.89
1069;1162,5;93;174,375;42,04651593;96;113;115;11.11
1070;1162,5;93;174,375;42,02308158;72;117;148;11.72
1071;962,5;77;144,375;42,00367894;82;116;108;8.7
1072;962,5;77;144,375;41,98427631;95;122;121;12.28
1073;962,5;77;144,375;41,96487367;94;145;158;11.72
1074;975;78;146,25;41,94521906;61;101;134;6.86
1075;1087,5;87;163,125;41,9232966;87;140;160;6.36
1076;1087,5;87;163,125;41,90137414;76;104;132;11.79
1077;1087,5;87;163,125;41,87945169;98;148;128;12.09
1078;1087,5;87;163,125;41,85752923;99;149;172;8.95
1079;1087,5;87;163,125;41,83560677;99;91;128;6.79
1080;1087,5;87;163,125;41,81368432;98;103;115;6.97
1081;1087,5;87;163,125;41,79176186;65;145;123;11.1
1082;975;78;146,25;41,77210724;67;92;156;7.8
1083;975;78;146,25;41,75245263;52;94;185;7.14
1084;975;78;146,25;41,73279801;83;115;117;7.67
1085;975;78;146,25;41,71314339;90;119;135;12.43
1086;875;70;131,25;41,69550464;76;140;162;12.93
1087;875;70;131,25;41,67786588;66;93;153;8.99
1088;875;70;131,25;41,66022712;81;116;168;11.25
1089;875;70;131,25;41,64258836;88;118;137;7.82
1090;875;70;131,25;41,6249496;66;104;133;9.37
1091;812,5;65;121,875;41,60857076;98;104;161;9.82
1092;812,5;65;121,875;41,59219191;95;92;199;11.16
1093;812,5;65;121,875;41,57581306;59;137;115;12.07
1094;812,5;65;121,875;41,55943422;67;134;182;6.71
1095;812,5;65;121,875;41,54305537;54;98;140;6.33
1096;812,5;65;121,875;41,52667652;59;102;183;9.0
1097;750;60;112,5;41,51155759;90;145;197;8.85
1098;750;60;112,5;41,49643865;67;93;183;9.85
1099;750;60;112,5;41,48131972;53;101;194;9.65
1100;750;60;112,5;41,46620078;76;121;119;10.66
1101;750;60;112,5;41,45108184;78;111;123;8.73
1102;875;70;131,25;41,43344309;93;115;130;11.51
1103;875;70;131,25;41,41580433;76;142;111;12.25
1104;875;70;131,25;41,39816557;80;94;139;8.36
1105;875;70;131,25;41,38052681;59;114;112;11.69
1106;875;70;131,25;41,36288805;56;134;173;9.57
1107;875;70;131,25;41,34524929;92;109;186;11.04
1108;875;70;131,25;41,32761054;89;103;109;7.7
1109;875;70;131,25;41,30997178;54;138;190;10.27
1110;875;70;131,25;41,29233302;98;132;194;12.18
1111;875;70;131,25;41,27469426;97;144;132;6.8
1112;812,5;65;121,875;41,25831541;56;120;182;12.14
1113;812,5;65;121,875;41,24193657;52;105;165;10.46
1114;812,5;65;121,875;41,22555772;58;145;139;11.35
1115;812,5;65;121,875;41,20917887;87;101;195;8.51
1116;562,5;45;84,375;41,19783967;81;123;145;10.08
1117;562,5;45;84,375;41,18650047;65;96;168;12.82
1118;562,5;45;84,375;41,17516127;82;112;183;10.51
1119;562,5;45;84,375;41,16382207;71;102;153;12.08
1120;562,5;45;84,375;41,15248287;75;136;127;10.76
1121;187,5;15;28,125;41,14870313;74;147;187;7.83
1122;187,5;15;28,125;41,1449234;96;146;148;10.82
1123;562,5;45;84,375;41,1335842;58;113;189;7.36
1124;687,5;55;103,125;41,11972517;81;140;112;10.03
1125;687,5;55;103,125;41,10586615;85;130;119;7.09
1126;687,5;55;103,125;41,09200712;80;120;141;7.4
1127;812,5;65;121,875;41,07562828;90;145;174;9.64
1128;812,5;65;121,875;41,05924943;69;117;177;7.91
1129;812,5;65;121,875;41,04287058;66;131;106;7.41
1130;812,5;65;121,875;41,02649173;74;123;149;6.19
1131;812,5;65;121,875;41,01011289;58;143;190;12.34
1132;812,5;65;121,875;40,99373404;57;103;121;8.32
1133;812,5;65;121,875;40,97735519;84;141;134;12.86
1134;950;76;142,5;40,95820454;50;135;110;11.22
1135;950;76;142,5;40,93905389;83;111;110;9.57
1136;950;76;142,5;40,91990324;89;148;183;8.72
1137;950;76;142,5;40,90075259;98;111;190;7.37
1138;962,5;77;144,375;40,88134995;62;105;173;7.32
1139;962,5;77;144,375;40,86194732;74;143;152;7.61
1140;962,5;77;144,375;40,84254468;62;100;170;6.25
1141;962,5;77;144,375;40,82314205;89;142;164;10.87
1142;962,5;77;144,375;40,80373942;98;146;147;6.62
1143;1087,5;87;163,125;40,78181696;62;110;141;6.63
1144;1087,5;87;163,125;40,7598945;80;129;161;6.13
1145;1087,5;87;163,125;40,73797205;89;138;143;10.33
1146;1087,5;87;163,125;40,71604959;93;105;168;9.6
1147;712,5;57;106,875;40,7016866;56;90;130;11.25
1148;712,5;57;106,875;40,68732361;79;119;158;9.86
1149;712,5;57;106,875;40,67296062;64;107;149;7.77
1150;712,5;57;106,875;40,65859763;79;116;172;9.88
1151;712,5;57;106,875;40,64423465;92;140;159;9.12
1152;812,5;65;121,875;40,6278558;95;146;185;8.22
1153;812,5;65;121,875;40,61147695;52;121;109;7.57
1154;812,5;65;121,875;40,59509811;50;103;193;9.58
1155;975;78;146,25;40,57544349;79;105;180;10.57
1156;975;78;146,25;40,55578887;94;121;171;12.04
1157;975;78;146,25;40,53613426;94;110;108;12.12
1158;975;78;146,25;40,51647964;75;134;177;6.18
1159;975;78;146,25;40,49682502;69;126;103;9.98
1160;975;78;146,25;40,47717041;88;125;149;7.73
1161;975;78;146,25;40,45751579;64;135;153;11.58
1162;937,5;75;140,625;40,43861712;80;98;190;6.56
1163;937,5;75;140,625;40,41971845;91;136;165;6.84
1164;937,5;75;140,625;40,40081978;76;122;187;9.07
1165;937,5;75;140,625;40,38192111;63;147;131;12.35
1166;937,5;75;140,625;40,36302244;94;103;173;8.55
1167;812,5;65;121,875;40,3466436;83;134;160;8.23
1168;812,5;65;121,875;40,33026475;84;117;177;8.47
1169;812,5;65;121,875;40,3138859;95;147;134;9.0
1170;812,5;65;121,875;40,29750706;81;133;137;11.06
1171;700;56;105;40,28339605;74;93;195;7.92
1172;700;56;105;40,26928504;64;101;132;12.66
1173;700;56;105;40,25517404;51;100;198;11.84
1174;700;56;105;40,24106303;97;137;135;7.84
1175;700;56;105;40,22695202;50;135;151;11.58
1176;700;56;105;40,21284102;86;141;195;8.92
1177;575;46;86,25;40,20124983;62;146;169;12.88
1178;575;46;86,25;40,18965865;64;103;126;11.98
1179;575;46;86,25;40,17806746;83;141;175;11.17
1180;712,5;57;106,875;40,16370448;86;143;182;8.48
1181;712,5;57;106,875;40,14934149;51;93;188;8.61
1182;712,5;57;106,875;40,1349785;75;106;160;6.91
1183;712,5;57;106,875;40,12061551;80;90;103;6.26
1184;712,5;57;106,875;40,10625252;87;103;132;11.92
1185;825;66;123,75;40,08962169;70;115;177;11.66
1186;825;66;123,75;40,07299086;62;92;181;8.25
1187;825;66;123,75;40,05636003;50;127;120;12.82
1188;825;66;123,75;40,0397292;95;138;125;7.36
1189;825;66;123,75;40,02309837;83;101;195;11.32
1190;950;76;142,5;40,00394772;66;108;174;9.49
1191;950;76;142,5;39,98479707;51;100;147;9.49
1192;687,5;55;103,125;39,97093805;82;130;186;9.56
1193;687,5;55;103,125;39,95707902;67;133;151;12.47
1194;562,5;45;84,375;39,94573982;87;97;115;9.17
1195;562,5;45;84,375;39,93440062;78;114;160;9.32
1196;562,5;45;84,375;39,92306142;70;136;121;7.33
1197;662,5;53;99,375;39,90970636;68;105;103;10.96
1198;662,5;53;99,375;39,8963513;54;125;177;6.02
1199;662,5;53;99,375;39,88299624;75;140;171;10.06
1200;287,5;23;43,125;39,87720065;73;132;178;9.04
1201;400;32;60;39,86913721;60;109;170;10.71
1202;525;42;78,75;39,85855396;88;147;145;6.16
1203;275;22;41,25;39,85301035;86;117;111;11.74
1204;162,5;13;24,375;39,84973458;82;105;171;9.87
1205;62,5;5;9,375;39,84847467;97;130;148;12.99
1206;187,5;15;28,125;39,84469493;69;107;161;12.86
1207;62,5;5;9,375;39,84343502;77;111;170;10.34
1208;187,5;15;28,125;39,83965529;99;124;173;7.57
1209;937,5;75;140,625;39,82075662;79;102;127;8.29
1210;1062,5;85;159,375;39,79933813;58;112;186;11.1
1211;1125;90;168,75;39,77665972;77;138;137;8.41
1212;1125;90;168,75;39,75398132;80;111;147;7.5
1213;1125;90;168,75;39,73130292;59;129;103;8.44
1214;1125;90;168,75;39,70862451;57;124;193;8.37
1215;1125;90;168,75;39,68594611;89;124;192;8.99
1216;1250;100;187,5;39,66074788;53;149;176;7.81
1217;1250;100;187,5;39,63554966;77;102;190;7.77
1218;1250;100;187,5;39,61035143;54;124;132;6.05
1219;1250;100;187,5;39,58515321;86;93;199;12.13
1220;1250;100;187,5;39,55995498;65;137;173;7.12
1221;1250;100;187,5;39,53475675;75;100;172;6.27
1222;600;48;90;39,5226616;74;110;112;8.81
1223;600;48;90;39,51056646;83;123;166;9.02
1224;600;48;90;39,49847131;84;104;129;11.56
1225;437,5;35;65,625;39,48965193;67;117;143;12.86
1226;275;22;41,25;39,48410832;65;129;111;7.37
1227;837,5;67;125,625;39,46722551;78;100;139;10.21
1228;837,5;67;125,625;39,4503427;60;115;154;8.21
1229;1087,5;87;163,125;39,42842024;78;132;142;10.94
1230;1087,5;87;163,125;39,40649778;72;120;107;6.86
1231;1087,5;87;163,125;39,38457533;97;132;193;12.63
1232;1087,5;87;163,125;39,36265287;84;114;165;11.87
1233;1087,5;87;163,125;39,34073041;76;106;133;12.99
1234;537,5;43;80,625;39,32989518;76;131;174;8.74
1235;287,5;23;43,125;39,32409958;51;142;175;10.17
1236;700;56;105;39,30998858;50;131;159;6.07
1237;975;78;146,25;39,29033396;80;106;173;12.36
1238;975;78;146,25;39,27067934;94;106;107;7.14
1239;975;78;146,25;39,25102473;52;139;166;12.03
1240;975;78;146,25;39,23137011;99;139;137;7.97
1241;975;78;146,25;39,2117155;60;106;165;7.11
1242;1225;98;183,75;39,18702123;74;100;127;10.01
1243;1225;98;183,75;39,16232697;88;133;197;12.81
1244;1225;98;183,75;39,13763271;58;139;150;12.0
1245;1225;98;183,75;39,11293845;85;107;142;8.17
1246;950;76;142,5;39,0937878;87;141;198;6.35
1247;950;76;142,5;39,07463715;82;131;160;8.39
1248;950;76;142,5;39,05548649;79;139;163;6.62
1249;700;56;105;39,04137549;95;114;140;8.12
1250;700;56;105;39,02726448;53;97;129;12.92
1251;700;56;105;39,01315347;92;146;149;12.63
1252;562,5;45;84,375;39,00181427;59;148;105;6.49
1253;562,5;45;84,375;38,99047507;58;126;154;11.53
1254;150;12;22,5;38,98745128;72;104;143;12.14
1255;287,5;23;43,125;38,98165569;70;133;184;11.17
1256;425;34;63,75;38,97308829;68;93;177;9.63
1257;562,5;45;84,375;38,96174909;74;114;120;7.22
1258;812,5;65;121,875;38,94537025;92;102;122;6.51
1259;1000;80;150;38,92521167;85;97;152;7.88
1260;1000;80;150;38,90505308;69;124;116;9.87
1261;1000;80;150;38,8848945;59;99;127;8.87
1262;1000;80;150;38,86473592;64;108;187;10.97
1263;1000;80;150;38,84457734;88;111;123;12.65
1264;1087,5;87;163,125;38,82265489;71;126;146;7.82
1265;1087,5;87;163,125;38,80073243;75;126;111;10.6
1266;1087,5;87;163,125;38,77880997;83;97;184;10.36
1267;1087,5;87;163,125;38,75688752;93;95;171;10.62
1268;1150;92;172,5;38,73370515;87;116;175;12.08
1269;1150;92;172,5;38,71052278;65;123;145;12.27
1270;1162,5;93;174,375;38,68708843;96;140;104;7.33
1271;1162,5;93;174,375;38,66365408;67;111;143;12.61
1272;962,5;77;144,375;38,64425144;62;101;189;6.26
1273;962,5;77;144,375;38,62484881;79;130;188;7.29
1274;962,5;77;144,375;38,60544618;60;99;126;8.6
1275;975;78;146,25;38,58579156;60;102;134;12.4
1276;1087,5;87;163,125;38,5638691;55;143;118;6.67
1277;1087,5;87;163,125;38,54194665;76;136;174;7.51
1278;1087,5;87;163,125;38,52002419;67;109;175;10.46
1279;1087,5;87;163,125;38,49810173;55;143;198;6.16
1280;1087,5;87;163,125;38,47617928;95;94;163;11.45
1281;1087,5;87;163,125;38,45425682;84;103;155;9.14
1282;1087,5;87;163,125;38,43233436;68;112;124;9.72
1283;975;78;146,25;38,41267975;76;141;173;7.58
1284;975;78;146,25;38,39302513;78;128;143;12.15
1285;975;78;146,25;38,37337051;61;115;150;12.51
1286;975;78;146,25;38,3537159;50;107;171;7.96
1287;875;70;131,25;38,33607714;64;143;136;10.45
1288;875;70;131,25;38,31843838;94;102;198;10.47
1289;875;70;131,25;38,30079962;78;101;148;10.31
1290;875;70;131,25;38,28316087;84;131;158;8.84
1291;875;70;131,25;38,26552211;87;103;185;7.21
1292;812,5;65;121,875;38,24914326;50;128;137;9.12
1293;812,5;65;121,875;38,23276441;98;114;104;7.33
1294;812,5;65;121,875;38,21638557;99;133;150;7.12
1295;812,5;65;121,875;38,20000672;91;96;105;7.95
1296;812,5;65;121,875;38,18362787;70;108;193;7.84
1297;812,5;65;121,875;38,16724903;99;108;188;12.43
1298;750;60;112,5;38,15213009;92;116;158;10.61
1299;750;60;112,5;38,13701115;62;126;163;10.08
1300;750;60;112,5;38,12189222;52;129;120;7.85
1301;750;60;112,5;38,10677328;89;133;182;10.52
1302;750;60;112,5;38,09165435;61;133;148;10.37
1303;875;70;131,25;38,07401559;66;146;193;6.21
1304;875;70;131,25;38,05637683;92;135;104;9.34
1305;875;70;131,25;38,03873807;86;149;179;11.76
1306;875;70;131,25;38,02109931;65;96;179;8.84
1307;875;70;131,25;38,00346056;93;133;100;6.38
1308;875;70;131,25;37,9858218;64;123;145;12.9
1309;875;70;131,25;37,96818304;63;103;135;6.64
1310;875;70;131,25;37,95054428;54;124;119;8.09
1311;875;70;131,25;37,93290552;81;131;141;11.83
1312;875;70;131,25;37,91526677;61;101;187;7.4
1313;812,5;65;121,875;37,89888792;74;97;135;12.92
1314;812,5;65;121,875;37,88250907;87;124;126;11.98
1315;812,5;65;121,875;37,86613022;68;120;167;10.16
1316;812,5;65;121,875;37,84975138;53;142;176;11.68
1317;562,5;45;84,375;37,83841218;77;108;164;8.37
1318;562,5;45;84,375;37,82707297;74;118;164;12.24
1319;562,5;45;84,375;37,81573377;96;116;192;9.11
1320;562,5;45;84,375;37,80439457;54;149;160;11.44
1321;562,5;45;84,375;37,79305537;63;130;187;11.92
1322;187,5;15;28,125;37,78927563;82;149;196;11.89
1323;187,5;15;28,125;37,7854959;86;100;178;7.47
1324;562,5;45;84,375;37,7741567;58;97;198;12.9
1325;687,5;55;103,125;37,76029768;60;121;138;10.76
1326;687,5;55;103,125;37,74643865;85;147;126;7.21
1327;687,5;55;103,125;37,73257963;63;128;183;8.38
1328;812,5;65;121,875;37,71620078;51;113;155;6.41
1329;812,5;65;121,875;37,69982193;52;94;112;12.82
1330;812,5;65;121,875;37,68344309;75;105;181;7.97
1331;812,5;65;121,875;37,66706424;88;98;192;11.05
1332;812,5;65;121,875;37,65068539;88;108;198;6.67
1333;812,5;65;121,875;37,63430654;50;109;126;8.18
1334;812,5;65;121,875;37,6179277;68;103;171;6.3
1335;950;76;142,5;37,59877705;75;112;195;9.78
1336;950;76;142,5;37,57962639;60;128;103;10.05
1337;950;76;142,5;37,56047574;89;124;177;8.65
1338;950;76;142,5;37,54132509;95;96;117;7.18
1339;962,5;77;144,375;37,52192246;89;126;180;8.19
1340;962,5;77;144,375;37,50251982;85;90;149;6.45
1341;962,5;77;144,375;37,48311719;80;108;149;7.77
1342;962,5;77;144,375;37,46371455;67;143;120;10.44
1343;962,5;77;144,375;37,44431192;59;123;103;8.8
1344;1087,5;87;163,125;37,42238946;99;121;180;11.71
1345;1087,5;87;163,125;37,40046701;81;127;185;8.81
1346;1087,5;87;163,125;37,37854455;52;91;127;9.83
1347;1087,5;87;163,125;37,35662209;87;98;100;9.89
1348;712,5;57;106,875;37,3422591;75;144;116;7.51
1349;712,5;57;106,875;37,32789612;59;144;164;10.19
1350;712,5;57;106,875;37,31353313;67;125;162;6.03
1351;712,5;57;106,875;37,29917014;91;94;135;6.01
1352;712,5;57;106,875;37,28480715;92;105;188;6.9
1353;812,5;65;121,875;37,2684283;76;148;135;8.12
1354;812,5;65;121,875;37,25204946;77;140;199;9.83
1355;812,5;65;121,875;37,23567061;75;122;158;10.92
1356;975;78;146,25;37,21601599;80;144;102;10.08
1357;975;78;146,25;37,19636138;66;133;156;9.21
1358;975;78;146,25;37,17670676;84;111;137;6.86
1359;975;78;146,25;37,15705214;85;134;165;10.27
1360;975;78;146,25;37,13739753;94;141;191;7.25
1361;975;78;146,25;37,11774291;79;134;172;8.91
1362;975;78;146,25;37,09808829;54;143;180;8.6
1363;937,5;75;140,625;37,07918963;65;127;114;6.58
1364;937,5;75;140,625;37,06029096;99;102;129;10.61
1365;937,5;75;140,625;37,04139229;59;126;158;9.67
1366;937,5;75;140,625;37,02249362;57;147;181;9.45
1367;937,5;75;140,625;37,00359495;75;146;103;6.59
1368;812,5;65;121,875;36,9872161;87;137;125;11.54
1369;812,5;65;121,875;36,97083725;95;147;140;8.98
1370;812,5;65;121,875;36,95445841;96;90;196;12.68
1371;812,5;65;121,875;36,93807956;59;122;193;8.15
1372;700;56;105;36,92396855;85;142;119;7.26
1373;700;56;105;36,90985755;94;143;195;6.3
1374;700;56;105;36,89574654;66;140;117;12.58
1375;700;56;105;36,88163553;54;92;122;11.53
1376;700;56;105;36,86752453;83;141;108;12.89
1377;700;56;105;36,85341352;68;122;195;9.8
1378;575;46;86,25;36,84182234;88;126;122;11.52
1379;575;46;86,25;36,83023115;75;127;167;11.81
1380;575;46;86,25;36,81863997;63;103;139;6.71
1381;712,5;57;106,875;36,80427698;92;127;145;12.14
1382;712,5;57;106,875;36,78991399;95;124;141;12.04
1383;712,5;57;106,875;36,775551;54;93;188;11.21
1384;712,5;57;106,875;36,76118801;74;135;177;10.42
1385;712,5;57;106,875;36,74682502;51;105;114;7.68
1386;825;66;123,75;36,73019419;99;107;105;8.25
1387;825;66;123,75;36,71356337;86;116;173;6.81
1388;825;66;123,75;36,69693254;67;93;183;12.06
1389;825;66;123,75;36,68030171;95;133;120;9.27
1390;825;66;123,75;36,66367088;83;140;149;8.99
1391;950;76;142,5;36,64452023;65;135;131;7.83
1392;950;76;142,5;36,62536957;85;126;138;9.78
1393;687,5;55;103,125;36,61151055;90;129;167;11.34
1394;687,5;55;103,125;36,59765153;63;147;176;7.46
1395;562,5;45;84,375;36,58631232;96;141;156;8.09
1396;562,5;45;84,375;36,57497312;65;99;100;7.62
1397;562,5;45;84,375;36,56363392;96;108;165;11.33
1398;662,5;53;99,375;36,55027886;54;130;162;6.34
1399;662,5;53;99,375;36,5369238;61;144;151;8.22
1400;662,5;53;99,375;36,52356874;79;141;166;6.13
1401;287,5;23;43,125;36,51777315;92;126;103;12.15
1402;400;32;60;36,50970972;76;91;182;10.44
1403;525;42;78,75;36,49912646;78;123;163;11.12
1404;275;22;41,25;36,49358285;58;121;159;8.75
1405;162,5;13;24,375;36,49030708;58;105;154;9.99
1406;62,5;5;9,375;36,48904717;61;109;146;11.36
1407;187,5;15;28,125;36,48526744;93;122;131;7.56
1408;62,5;5;9,375;36,48400753;76;97;153;12.39
1409;187,5;15;28,125;36,48022779;73;126;175;7.06
1410;937,5;75;140,625;36,46132912;70;120;159;11.96
1411;1062,5;85;159,375;36,43991063;82;143;104;8.18
1412;1125;90;168,75;36,41723223;71;139;192;12.24
1413;1125;90;168,75;36,39455382;77;137;103;8.98
1414;1125;90;168,75;36,37187542;60;131;125;12.81
1415;1125;90;168,75;36,34919702;71;130;196;12.58
1416;1125;90;168,75;36,32651861;76;106;143;12.34
1417;1250;100;187,5;36,30132039;90;103;162;10.01
1418;1250;100;187,5;36,27612216;50;103;178;7.0
1419;1250;100;187,5;36,25092393;99;102;132;11.19
1420;1250;100;187,5;36,22572571;63;111;199;11.72
1421;1250;100;187,5;36,20052748;82;137;127;10.84
1422;1250;100;187,5;36,17532926;79;97;195;8.71
1423;600;48;90;36,16323411;75;123;113;10.08
1424;600;48;90;36,15113896;76;110;134;8.84
1425;600;48;90;36,13904381;63;103;128;10.02
1426;437,5;35;65,625;36,13022443;60;137;105;8.29
1427;275;22;41,25;36,12468082;64;127;174;7.33
1428;837,5;67;125,625;36,10779801;69;119;109;6.84
1429;837,5;67;125,625;36,0909152;81;144;176;10.26
1430;1087,5;87;163,125;36,06899274;76;103;162;12.96
1431;1087,5;87;163,125;36,04707029;60;97;156;7.27
1432;1087,5;87;163,125;36,02514783;54;112;118;10.49
1433;1087,5;87;163,125;36,00322537;70;93;179;7.78
1434;1087,5;87;163,125;35,98130292;69;123;136;6.65
1435;537,5;43;80,625;35,97046768;78;94;119;12.79
1436;287,5;23;43,125;35,96467209;75;132;169;9.26
1437;700;56;105;35,95056108;91;113;114;12.66
1438;975;78;146,25;35,93090646;55;149;103;7.3
1439;975;78;146,25;35,91125185;78;128;107;11.72
1440;975;78;146,25;35,89159723;83;142;155;11.25
1441;975;78;146,25;35,87194262;52;130;136;7.19
1442;975;78;146,25;35,852288;83;102;199;9.03
1443;1225;98;183,75;35,82759374;55;102;196;12.14
1444;1225;98;183,75;35,80289948;68;112;104;12.26
1445;1225;98;183,75;35,77820521;70;119;100;7.54
1446;1225;98;183,75;35,75351095;55;106;126;7.89
1447;950;76;142,5;35,7343603;55;124;132;10.1
1448;950;76;142,5;35,71520965;78;95;122;9.25
1449;950;76;142,5;35,696059;91;103;149;7.23
1450;700;56;105;35,68194799;93;148;195;10.48
1451;700;56;105;35,66783698;99;103;126;11.93
1452;700;56;105;35,65372598;87;92;119;11.16
1453;562,5;45;84,375;35,64238678;83;134;168;10.13
1454;562,5;45;84,375;35,63104757;94;132;156;6.26
1455;150;12;22,5;35,62802379;86;125;154;10.77
1456;287,5;23;43,125;35,6222282;64;113;193;11.17
1457;425;34;63,75;35,6136608;82;115;161;10.3
1458;562,5;45;84,375;35,6023216;59;128;182;8.91
1459;812,5;65;121,875;35,58594275;57;127;176;9.04
1460;1000;80;150;35,56578417;86;146;110;10.64
1461;1000;80;150;35,54562559;76;140;163;8.76
1462;1000;80;150;35,52546701;63;101;169;6.74
1463;1000;80;150;35,50530843;96;126;171;6.55
1464;1000;80;150;35,48514985;79;107;118;6.29
1465;1087,5;87;163,125;35,46322739;74;135;162;10.35
1466;1087,5;87;163,125;35,44130493;91;106;140;11.99
1467;1087,5;87;163,125;35,41938248;63;115;137;8.95
1468;1087,5;87;163,125;35,39746002;67;103;152;9.02
1469;1150;92;172,5;35,37427765;56;123;178;9.9
1470;1150;92;172,5;35,35109528;50;92;184;8.3
1471;1162,5;93;174,375;35,32766093;69;147;152;12.13
1472;1162,5;93;174,375;35,30422658;50;135;176;8.31
1473;962,5;77;144,375;35,28482395;65;108;126;8.77
1474;962,5;77;144,375;35,26542131;85;148;134;7.83
1475;962,5;77;144,375;35,24601868;83;135;115;9.7
1476;975;78;146,25;35,22636406;80;138;131;12.73
1477;1087,5;87;163,125;35,20444161;68;128;190;7.54
1478;1087,5;87;163,125;35,18251915;83;133;152;10.59
1479;1087,5;87;163,125;35,16059669;55;132;186;9.24
1480;1087,5;87;163,125;35,13867424;78;101;107;10.83
1481;1087,5;87;163,125;35,11675178;77;148;162;6.85
1482;1087,5;87;163,125;35,09482932;73;113;187;12.91
1483;1087,5;87;163,125;35,07290687;66;97;128;11.66
1484;975;78;146,25;35,05325225;75;115;183;9.84
1485;975;78;146,25;35,03359763;87;119;184;11.45
1486;975;78;146,25;35,01394302;80;105;142;9.29
1487;975;78;146,25;34,9942884;81;141;196;12.8
1488;875;70;131,25;34,97664964;81;110;134;9.19
1489;875;70;131,25;34,95901089;59;94;178;10.18
1490;875;70;131,25;34,94137213;66;125;127;11.44
1491;875;70;131,25;34,92373337;81;128;140;11.74
1492;875;70;131,25;34,90609461;89;132;176;10.82
1493;812,5;65;121,875;34,88971576;71;98;109;10.92
1494;812,5;65;121,875;34,87333692;65;111;188;9.94
1495;812,5;65;121,875;34,85695807;86;142;178;9.06
1496;812,5;65;121,875;34,84057922;91;137;140;7.1
1497;812,5;65;121,875;34,82420038;67;97;102;11.21
1498;812,5;65;121,875;34,80782153;63;119;138;8.65
1499;750;60;112,5;34,79270259;51;147;148;6.36
1500;750;60;112,5;34,77758366;59;95;125;11.23
1501;750;60;112,5;34,76246472;84;99;191;11.33
1502;750;60;112,5;34,74734579;56;122;189;10.42
1503;750;60;112,5;34,73222685;65;130;179;7.43
1504;875;70;131,25;34,71458809;78;97;190;6.38
1505;875;70;131,25;34,69694933;56;98;105;12.49
1506;875;70;131,25;34,67931058;54;113;127;9.63
1507;875;70;131,25;34,66167182;51;128;171;8.75
1508;875;70;131,25;34,64403306;98;108;185;12.07
1509;875;70;131,25;34,6263943;88;124;101;11.3
1510;875;70;131,25;34,60875554;76;117;163;8.74
1511;875;70;131,25;34,59111679;83;138;119;12.01
1512;875;70;131,25;34,57347803;96;100;137;6.61
1513;875;70;131,25;34,55583927;58;96;137;8.48
1514;812,5;65;121,875;34,53946042;63;147;115;11.05
1515;812,5;65;121,875;34,52308158;61;131;169;10.97
1516;812,5;65;121,875;34,50670273;58;119;198;12.41
1517;812,5;65;121,875;34,49032388;99;116;139;9.34
1518;562,5;45;84,375;34,47898468;78;138;103;7.03
1519;562,5;45;84,375;34,46764548;71;112;101;12.62
1520;562,5;45;84,375;34,45630628;66;141;146;6.47
1521;562,5;45;84,375;34,44496707;55;97;169;12.84
